well_ID,Reaction_ID,analyte_smiles,analyte_class,data_entry,data_type,data_units,data_description
D2,SOCS2A-478-RP3573-11,Impurity7,impurity,2.239,Retention Time,min,Time at which compound elutes
D2,SOCS2A-478-RP3573-11,Impurity7,impurity,0,ES+,Da/Q,Positive m/z
D2,SOCS2A-478-RP3573-11,Impurity7,impurity,0,ES-,Da/Q,Negative m/z
D2,SOCS2A-478-RP3573-11,Impurity7,impurity,1.483,Percentage Area,%,LCMS UV Peak percentage area
D2,SOCS2A-478-RP3573-11,Impurity7,impurity,17956.0,Area Absolute,AU,LCMS UV Peak absolute area
D2,SOCS2A-478-RP3573-11,Impurity8,impurity,2.581,Retention Time,min,Time at which compound elutes
D2,SOCS2A-478-RP3573-11,Impurity8,impurity,0,ES+,Da/Q,Positive m/z
D2,SOCS2A-478-RP3573-11,Impurity8,impurity,0,ES-,Da/Q,Negative m/z
D2,SOCS2A-478-RP3573-11,Impurity8,impurity,0.883,Percentage Area,%,LCMS UV Peak percentage area
D2,SOCS2A-478-RP3573-11,Impurity8,impurity,10686.0,Area Absolute,AU,LCMS UV Peak absolute area
E1,SOCS2A-478-RP3573-4,Cc1cc(-c2cc(Cl)ccc2Cl)n[nH]1,desired product,1.714,Retention Time,min,Time at which compound elutes
E1,SOCS2A-478-RP3573-4,Cc1cc(-c2cc(Cl)ccc2Cl)n[nH]1,desired product,226.8,ES+,Da/Q,Positive m/z
E1,SOCS2A-478-RP3573-4,Cc1cc(-c2cc(Cl)ccc2Cl)n[nH]1,desired product,-,ES-,Da/Q,Negative m/z
E1,SOCS2A-478-RP3573-4,Cc1cc(-c2cc(Cl)ccc2Cl)n[nH]1,desired product,6.398,Percentage Area,%,LCMS UV Peak percentage area
E1,SOCS2A-478-RP3573-4,Cc1cc(-c2cc(Cl)ccc2Cl)n[nH]1,desired product,75394.0,Area Absolute,AU,LCMS UV Peak absolute area
E1,SOCS2A-478-RP3573-4,Impurity4,impurity,1.753,Retention Time,min,Time at which compound elutes
E1,SOCS2A-478-RP3573-4,Impurity4,impurity,0,ES+,Da/Q,Positive m/z
E1,SOCS2A-478-RP3573-4,Impurity4,impurity,0,ES-,Da/Q,Negative m/z
E1,SOCS2A-478-RP3573-4,Impurity4,impurity,16.536,Percentage Area,%,LCMS UV Peak percentage area
E1,SOCS2A-478-RP3573-4,Impurity4,impurity,194867.0,Area Absolute,AU,LCMS UV Peak absolute area
E1,SOCS2A-478-RP3573-4,Impurity5,impurity,2.059,Retention Time,min,Time at which compound elutes
E1,SOCS2A-478-RP3573-4,Impurity5,impurity,0,ES+,Da/Q,Positive m/z
E1,SOCS2A-478-RP3573-4,Impurity5,impurity,0,ES-,Da/Q,Negative m/z
E1,SOCS2A-478-RP3573-4,Impurity5,impurity,0.51,Percentage Area,%,LCMS UV Peak percentage area
E1,SOCS2A-478-RP3573-4,Impurity5,impurity,6014.0,Area Absolute,AU,LCMS UV Peak absolute area
E1,SOCS2A-478-RP3573-4,Impurity6,impurity,2.138,Retention Time,min,Time at which compound elutes
E1,SOCS2A-478-RP3573-4,Impurity6,impurity,0,ES+,Da/Q,Positive m/z
E1,SOCS2A-478-RP3573-4,Impurity6,impurity,0,ES-,Da/Q,Negative m/z
E1,SOCS2A-478-RP3573-4,Impurity6,impurity,71.684,Percentage Area,%,LCMS UV Peak percentage area
E1,SOCS2A-478-RP3573-4,Impurity6,impurity,844778.0,Area Absolute,AU,LCMS UV Peak absolute area
E1,SOCS2A-478-RP3573-4,Impurity7,impurity,2.254,Retention Time,min,Time at which compound elutes
E1,SOCS2A-478-RP3573-4,Impurity7,impurity,0,ES+,Da/Q,Positive m/z
E1,SOCS2A-478-RP3573-4,Impurity7,impurity,0,ES-,Da/Q,Negative m/z
E1,SOCS2A-478-RP3573-4,Impurity7,impurity,1.608,Percentage Area,%,LCMS UV Peak percentage area
E1,SOCS2A-478-RP3573-4,Impurity7,impurity,18947.0,Area Absolute,AU,LCMS UV Peak absolute area
E1,SOCS2A-478-RP3573-4,Impurity8,impurity,2.583,Retention Time,min,Time at which compound elutes
E1,SOCS2A-478-RP3573-4,Impurity8,impurity,0,ES+,Da/Q,Positive m/z
E1,SOCS2A-478-RP3573-4,Impurity8,impurity,0,ES-,Da/Q,Negative m/z
E1,SOCS2A-478-RP3573-4,Impurity8,impurity,0.902,Percentage Area,%,LCMS UV Peak percentage area
E1,SOCS2A-478-RP3573-4,Impurity8,impurity,10626.0,Area Absolute,AU,LCMS UV Peak absolute area
E2,SOCS2A-478-RP3573-12,Cc1cc(-c2c(C)noc2C)n[nH]1,desired product,1.233,Retention Time,min,Time at which compound elutes
E2,SOCS2A-478-RP3573-12,Cc1cc(-c2c(C)noc2C)n[nH]1,desired product,178.0,ES+,Da/Q,Positive m/z
E2,SOCS2A-478-RP3573-12,Cc1cc(-c2c(C)noc2C)n[nH]1,desired product,-,ES-,Da/Q,Negative m/z
E2,SOCS2A-478-RP3573-12,Cc1cc(-c2c(C)noc2C)n[nH]1,desired product,0.601,Percentage Area,%,LCMS UV Peak percentage area
E2,SOCS2A-478-RP3573-12,Cc1cc(-c2c(C)noc2C)n[nH]1,desired product,6865.0,Area Absolute,AU,LCMS UV Peak absolute area
E2,SOCS2A-478-RP3573-12,Impurity0,impurity,1.166,Retention Time,min,Time at which compound elutes
E2,SOCS2A-478-RP3573-12,Impurity0,impurity,0,ES+,Da/Q,Positive m/z
E2,SOCS2A-478-RP3573-12,Impurity0,impurity,0,ES-,Da/Q,Negative m/z
E2,SOCS2A-478-RP3573-12,Impurity0,impurity,0.78,Percentage Area,%,LCMS UV Peak percentage area
E2,SOCS2A-478-RP3573-12,Impurity0,impurity,8898.0,Area Absolute,AU,LCMS UV Peak absolute area
E2,SOCS2A-478-RP3573-12,Impurity3,impurity,1.703,Retention Time,min,Time at which compound elutes
E2,SOCS2A-478-RP3573-12,Impurity3,impurity,0,ES+,Da/Q,Positive m/z
E2,SOCS2A-478-RP3573-12,Impurity3,impurity,0,ES-,Da/Q,Negative m/z
E2,SOCS2A-478-RP3573-12,Impurity3,impurity,0.312,Percentage Area,%,LCMS UV Peak percentage area
E2,SOCS2A-478-RP3573-12,Impurity3,impurity,3565.0,Area Absolute,AU,LCMS UV Peak absolute area
E2,SOCS2A-478-RP3573-12,Impurity4,impurity,1.751,Retention Time,min,Time at which compound elutes
E2,SOCS2A-478-RP3573-12,Impurity4,impurity,0,ES+,Da/Q,Positive m/z
E2,SOCS2A-478-RP3573-12,Impurity4,impurity,0,ES-,Da/Q,Negative m/z
E2,SOCS2A-478-RP3573-12,Impurity4,impurity,23.821,Percentage Area,%,LCMS UV Peak percentage area
E2,SOCS2A-478-RP3573-12,Impurity4,impurity,271874.0,Area Absolute,AU,LCMS UV Peak absolute area
E2,SOCS2A-478-RP3573-12,Impurity6,impurity,2.137,Retention Time,min,Time at which compound elutes
E2,SOCS2A-478-RP3573-12,Impurity6,impurity,0,ES+,Da/Q,Positive m/z
E2,SOCS2A-478-RP3573-12,Impurity6,impurity,0,ES-,Da/Q,Negative m/z
E2,SOCS2A-478-RP3573-12,Impurity6,impurity,71.868,Percentage Area,%,LCMS UV Peak percentage area
E2,SOCS2A-478-RP3573-12,Impurity6,impurity,820235.0,Area Absolute,AU,LCMS UV Peak absolute area
E2,SOCS2A-478-RP3573-12,Impurity8,impurity,2.582,Retention Time,min,Time at which compound elutes
E2,SOCS2A-478-RP3573-12,Impurity8,impurity,0,ES+,Da/Q,Positive m/z
E2,SOCS2A-478-RP3573-12,Impurity8,impurity,0,ES-,Da/Q,Negative m/z
E2,SOCS2A-478-RP3573-12,Impurity8,impurity,2.617,Percentage Area,%,LCMS UV Peak percentage area
E2,SOCS2A-478-RP3573-12,Impurity8,impurity,29869.0,Area Absolute,AU,LCMS UV Peak absolute area
F1,SOCS2A-478-RP3573-5,Cc1ccc(C)c(-c2cc(C)[nH]n2)c1,desired product,1.592,Retention Time,min,Time at which compound elutes
F1,SOCS2A-478-RP3573-5,Cc1ccc(C)c(-c2cc(C)[nH]n2)c1,desired product,187.0,ES+,Da/Q,Positive m/z
F1,SOCS2A-478-RP3573-5,Cc1ccc(C)c(-c2cc(C)[nH]n2)c1,desired product,-,ES-,Da/Q,Negative m/z
F1,SOCS2A-478-RP3573-5,Cc1ccc(C)c(-c2cc(C)[nH]n2)c1,desired product,42.403,Percentage Area,%,LCMS UV Peak percentage area
F1,SOCS2A-478-RP3573-5,Cc1ccc(C)c(-c2cc(C)[nH]n2)c1,desired product,957739.0,Area Absolute,AU,LCMS UV Peak absolute area
F1,SOCS2A-478-RP3573-5,Impurity0,impurity,1.169,Retention Time,min,Time at which compound elutes
F1,SOCS2A-478-RP3573-5,Impurity0,impurity,0,ES+,Da/Q,Positive m/z
F1,SOCS2A-478-RP3573-5,Impurity0,impurity,0,ES-,Da/Q,Negative m/z
F1,SOCS2A-478-RP3573-5,Impurity0,impurity,0.117,Percentage Area,%,LCMS UV Peak percentage area
F1,SOCS2A-478-RP3573-5,Impurity0,impurity,2652.0,Area Absolute,AU,LCMS UV Peak absolute area
F1,SOCS2A-478-RP3573-5,Impurity1,impurity,1.482,Retention Time,min,Time at which compound elutes
F1,SOCS2A-478-RP3573-5,Impurity1,impurity,0,ES+,Da/Q,Positive m/z
F1,SOCS2A-478-RP3573-5,Impurity1,impurity,0,ES-,Da/Q,Negative m/z
F1,SOCS2A-478-RP3573-5,Impurity1,impurity,0.403,Percentage Area,%,LCMS UV Peak percentage area
F1,SOCS2A-478-RP3573-5,Impurity1,impurity,9111.0,Area Absolute,AU,LCMS UV Peak absolute area
F1,SOCS2A-478-RP3573-5,Impurity3,impurity,1.704,Retention Time,min,Time at which compound elutes
F1,SOCS2A-478-RP3573-5,Impurity3,impurity,0,ES+,Da/Q,Positive m/z
F1,SOCS2A-478-RP3573-5,Impurity3,impurity,0,ES-,Da/Q,Negative m/z
F1,SOCS2A-478-RP3573-5,Impurity3,impurity,0.109,Percentage Area,%,LCMS UV Peak percentage area
F1,SOCS2A-478-RP3573-5,Impurity3,impurity,2454.0,Area Absolute,AU,LCMS UV Peak absolute area
F1,SOCS2A-478-RP3573-5,Impurity4,impurity,1.751,Retention Time,min,Time at which compound elutes
F1,SOCS2A-478-RP3573-5,Impurity4,impurity,0,ES+,Da/Q,Positive m/z
F1,SOCS2A-478-RP3573-5,Impurity4,impurity,0,ES-,Da/Q,Negative m/z
F1,SOCS2A-478-RP3573-5,Impurity4,impurity,15.854,Percentage Area,%,LCMS UV Peak percentage area
F1,SOCS2A-478-RP3573-5,Impurity4,impurity,358094.0,Area Absolute,AU,LCMS UV Peak absolute area
F1,SOCS2A-478-RP3573-5,Impurity5,impurity,2.048,Retention Time,min,Time at which compound elutes
F1,SOCS2A-478-RP3573-5,Impurity5,impurity,0,ES+,Da/Q,Positive m/z
F1,SOCS2A-478-RP3573-5,Impurity5,impurity,0,ES-,Da/Q,Negative m/z
F1,SOCS2A-478-RP3573-5,Impurity5,impurity,0.964,Percentage Area,%,LCMS UV Peak percentage area
F1,SOCS2A-478-RP3573-5,Impurity5,impurity,21783.0,Area Absolute,AU,LCMS UV Peak absolute area
F1,SOCS2A-478-RP3573-5,Impurity6,impurity,2.136,Retention Time,min,Time at which compound elutes
F1,SOCS2A-478-RP3573-5,Impurity6,impurity,0,ES+,Da/Q,Positive m/z
F1,SOCS2A-478-RP3573-5,Impurity6,impurity,0,ES-,Da/Q,Negative m/z
F1,SOCS2A-478-RP3573-5,Impurity6,impurity,37.061,Percentage Area,%,LCMS UV Peak percentage area
F1,SOCS2A-478-RP3573-5,Impurity6,impurity,837085.0,Area Absolute,AU,LCMS UV Peak absolute area
F1,SOCS2A-478-RP3573-5,Impurity7,impurity,2.24,Retention Time,min,Time at which compound elutes
F1,SOCS2A-478-RP3573-5,Impurity7,impurity,0,ES+,Da/Q,Positive m/z
F1,SOCS2A-478-RP3573-5,Impurity7,impurity,0,ES-,Da/Q,Negative m/z
F1,SOCS2A-478-RP3573-5,Impurity7,impurity,0.398,Percentage Area,%,LCMS UV Peak percentage area
F1,SOCS2A-478-RP3573-5,Impurity7,impurity,8980.0,Area Absolute,AU,LCMS UV Peak absolute area
F1,SOCS2A-478-RP3573-5,Impurity8,impurity,2.581,Retention Time,min,Time at which compound elutes
F1,SOCS2A-478-RP3573-5,Impurity8,impurity,0,ES+,Da/Q,Positive m/z
F1,SOCS2A-478-RP3573-5,Impurity8,impurity,0,ES-,Da/Q,Negative m/z
F1,SOCS2A-478-RP3573-5,Impurity8,impurity,0.717,Percentage Area,%,LCMS UV Peak percentage area
F1,SOCS2A-478-RP3573-5,Impurity8,impurity,16188.0,Area Absolute,AU,LCMS UV Peak absolute area
F2,SOCS2A-478-RP3573-13,Cc1cc(-c2cn(C)c3ccccc23)n[nH]1,desired product,1.391,Retention Time,min,Time at which compound elutes
F2,SOCS2A-478-RP3573-13,Cc1cc(-c2cn(C)c3ccccc23)n[nH]1,desired product,212.05,ES+,Da/Q,Positive m/z
F2,SOCS2A-478-RP3573-13,Cc1cc(-c2cn(C)c3ccccc23)n[nH]1,desired product,-,ES-,Da/Q,Negative m/z
F2,SOCS2A-478-RP3573-13,Cc1cc(-c2cn(C)c3ccccc23)n[nH]1,desired product,3.086,Percentage Area,%,LCMS UV Peak percentage area
F2,SOCS2A-478-RP3573-13,Cc1cc(-c2cn(C)c3ccccc23)n[nH]1,desired product,114674.0,Area Absolute,AU,LCMS UV Peak absolute area
F2,SOCS2A-478-RP3573-13,Impurity0,impurity,1.142,Retention Time,min,Time at which compound elutes
F2,SOCS2A-478-RP3573-13,Impurity0,impurity,0,ES+,Da/Q,Positive m/z
F2,SOCS2A-478-RP3573-13,Impurity0,impurity,0,ES-,Da/Q,Negative m/z
F2,SOCS2A-478-RP3573-13,Impurity0,impurity,11.532,Percentage Area,%,LCMS UV Peak percentage area
F2,SOCS2A-478-RP3573-13,Impurity0,impurity,428503.0,Area Absolute,AU,LCMS UV Peak absolute area
F2,SOCS2A-478-RP3573-13,Impurity1,impurity,0,Retention Time,min,Time at which compound elutes
F2,SOCS2A-478-RP3573-13,Impurity1,impurity,0,ES+,Da/Q,Positive m/z
F2,SOCS2A-478-RP3573-13,Impurity1,impurity,0,ES-,Da/Q,Negative m/z
F2,SOCS2A-478-RP3573-13,Impurity1,impurity,0,Percentage Area,%,LCMS UV Peak percentage area
F2,SOCS2A-478-RP3573-13,Impurity1,impurity,0,Area Absolute,AU,LCMS UV Peak absolute area
F2,SOCS2A-478-RP3573-13,Impurity4,impurity,1.749,Retention Time,min,Time at which compound elutes
F2,SOCS2A-478-RP3573-13,Impurity4,impurity,0,ES+,Da/Q,Positive m/z
F2,SOCS2A-478-RP3573-13,Impurity4,impurity,0,ES-,Da/Q,Negative m/z
F2,SOCS2A-478-RP3573-13,Impurity4,impurity,13.276,Percentage Area,%,LCMS UV Peak percentage area
F2,SOCS2A-478-RP3573-13,Impurity4,impurity,493306.0,Area Absolute,AU,LCMS UV Peak absolute area
F2,SOCS2A-478-RP3573-13,Impurity5,impurity,2.035,Retention Time,min,Time at which compound elutes
F2,SOCS2A-478-RP3573-13,Impurity5,impurity,0,ES+,Da/Q,Positive m/z
F2,SOCS2A-478-RP3573-13,Impurity5,impurity,0,ES-,Da/Q,Negative m/z
F2,SOCS2A-478-RP3573-13,Impurity5,impurity,0.678,Percentage Area,%,LCMS UV Peak percentage area
F2,SOCS2A-478-RP3573-13,Impurity5,impurity,25174.0,Area Absolute,AU,LCMS UV Peak absolute area
F2,SOCS2A-478-RP3573-13,Impurity6,impurity,2.136,Retention Time,min,Time at which compound elutes
F2,SOCS2A-478-RP3573-13,Impurity6,impurity,0,ES+,Da/Q,Positive m/z
F2,SOCS2A-478-RP3573-13,Impurity6,impurity,0,ES-,Da/Q,Negative m/z
F2,SOCS2A-478-RP3573-13,Impurity6,impurity,22.812,Percentage Area,%,LCMS UV Peak percentage area
F2,SOCS2A-478-RP3573-13,Impurity6,impurity,847615.0,Area Absolute,AU,LCMS UV Peak absolute area
F2,SOCS2A-478-RP3573-13,Impurity7,impurity,2.24,Retention Time,min,Time at which compound elutes
F2,SOCS2A-478-RP3573-13,Impurity7,impurity,0,ES+,Da/Q,Positive m/z
F2,SOCS2A-478-RP3573-13,Impurity7,impurity,0,ES-,Da/Q,Negative m/z
F2,SOCS2A-478-RP3573-13,Impurity7,impurity,0.101,Percentage Area,%,LCMS UV Peak percentage area
F2,SOCS2A-478-RP3573-13,Impurity7,impurity,3758.0,Area Absolute,AU,LCMS UV Peak absolute area
F2,SOCS2A-478-RP3573-13,Impurity8,impurity,2.581,Retention Time,min,Time at which compound elutes
F2,SOCS2A-478-RP3573-13,Impurity8,impurity,0,ES+,Da/Q,Positive m/z
F2,SOCS2A-478-RP3573-13,Impurity8,impurity,0,ES-,Da/Q,Negative m/z
F2,SOCS2A-478-RP3573-13,Impurity8,impurity,0.831,Percentage Area,%,LCMS UV Peak percentage area
F2,SOCS2A-478-RP3573-13,Impurity8,impurity,30894.0,Area Absolute,AU,LCMS UV Peak absolute area
G1,SOCS2A-478-RP3573-6,Cc1cc(-c2ccc(C#N)cc2C)n[nH]1,desired product,1.486,Retention Time,min,Time at which compound elutes
G1,SOCS2A-478-RP3573-6,Cc1cc(-c2ccc(C#N)cc2C)n[nH]1,desired product,198.0,ES+,Da/Q,Positive m/z
G1,SOCS2A-478-RP3573-6,Cc1cc(-c2ccc(C#N)cc2C)n[nH]1,desired product,195.85,ES-,Da/Q,Negative m/z
G1,SOCS2A-478-RP3573-6,Cc1cc(-c2ccc(C#N)cc2C)n[nH]1,desired product,25.188,Percentage Area,%,LCMS UV Peak percentage area
G1,SOCS2A-478-RP3573-6,Cc1cc(-c2ccc(C#N)cc2C)n[nH]1,desired product,617650.0,Area Absolute,AU,LCMS UV Peak absolute area
G1,SOCS2A-478-RP3573-6,Impurity0,impurity,0,Retention Time,min,Time at which compound elutes
G1,SOCS2A-478-RP3573-6,Impurity0,impurity,0,ES+,Da/Q,Positive m/z
G1,SOCS2A-478-RP3573-6,Impurity0,impurity,0,ES-,Da/Q,Negative m/z
G1,SOCS2A-478-RP3573-6,Impurity0,impurity,0,Percentage Area,%,LCMS UV Peak percentage area
G1,SOCS2A-478-RP3573-6,Impurity0,impurity,0,Area Absolute,AU,LCMS UV Peak absolute area
G1,SOCS2A-478-RP3573-6,Impurity3,impurity,1.708,Retention Time,min,Time at which compound elutes
G1,SOCS2A-478-RP3573-6,Impurity3,impurity,0,ES+,Da/Q,Positive m/z
G1,SOCS2A-478-RP3573-6,Impurity3,impurity,0,ES-,Da/Q,Negative m/z
G1,SOCS2A-478-RP3573-6,Impurity3,impurity,0.147,Percentage Area,%,LCMS UV Peak percentage area
G1,SOCS2A-478-RP3573-6,Impurity3,impurity,3611.0,Area Absolute,AU,LCMS UV Peak absolute area
G1,SOCS2A-478-RP3573-6,Impurity4,impurity,1.753,Retention Time,min,Time at which compound elutes
G1,SOCS2A-478-RP3573-6,Impurity4,impurity,0,ES+,Da/Q,Positive m/z
G1,SOCS2A-478-RP3573-6,Impurity4,impurity,0,ES-,Da/Q,Negative m/z
G1,SOCS2A-478-RP3573-6,Impurity4,impurity,18.493,Percentage Area,%,LCMS UV Peak percentage area
G1,SOCS2A-478-RP3573-6,Impurity4,impurity,453477.0,Area Absolute,AU,LCMS UV Peak absolute area
G1,SOCS2A-478-RP3573-6,Impurity6,impurity,2.138,Retention Time,min,Time at which compound elutes
G1,SOCS2A-478-RP3573-6,Impurity6,impurity,0,ES+,Da/Q,Positive m/z
G1,SOCS2A-478-RP3573-6,Impurity6,impurity,0,ES-,Da/Q,Negative m/z
G1,SOCS2A-478-RP3573-6,Impurity6,impurity,35.221,Percentage Area,%,LCMS UV Peak percentage area
G1,SOCS2A-478-RP3573-6,Impurity6,impurity,863670.0,Area Absolute,AU,LCMS UV Peak absolute area
G1,SOCS2A-478-RP3573-6,Impurity7,impurity,2.24,Retention Time,min,Time at which compound elutes
G1,SOCS2A-478-RP3573-6,Impurity7,impurity,0,ES+,Da/Q,Positive m/z
G1,SOCS2A-478-RP3573-6,Impurity7,impurity,0,ES-,Da/Q,Negative m/z
G1,SOCS2A-478-RP3573-6,Impurity7,impurity,0.188,Percentage Area,%,LCMS UV Peak percentage area
G1,SOCS2A-478-RP3573-6,Impurity7,impurity,4608.0,Area Absolute,AU,LCMS UV Peak absolute area
G1,SOCS2A-478-RP3573-6,Impurity8,impurity,2.583,Retention Time,min,Time at which compound elutes
G1,SOCS2A-478-RP3573-6,Impurity8,impurity,0,ES+,Da/Q,Positive m/z
G1,SOCS2A-478-RP3573-6,Impurity8,impurity,0,ES-,Da/Q,Negative m/z
G1,SOCS2A-478-RP3573-6,Impurity8,impurity,0.511,Percentage Area,%,LCMS UV Peak percentage area
G1,SOCS2A-478-RP3573-6,Impurity8,impurity,12529.0,Area Absolute,AU,LCMS UV Peak absolute area
G2,SOCS2A-478-RP3573-14,Cc1cc(-c2cc3ccccc3n2C)n[nH]1,desired product,1.628,Retention Time,min,Time at which compound elutes
G2,SOCS2A-478-RP3573-14,Cc1cc(-c2cc3ccccc3n2C)n[nH]1,desired product,212.0,ES+,Da/Q,Positive m/z
G2,SOCS2A-478-RP3573-14,Cc1cc(-c2cc3ccccc3n2C)n[nH]1,desired product,-,ES-,Da/Q,Negative m/z
G2,SOCS2A-478-RP3573-14,Cc1cc(-c2cc3ccccc3n2C)n[nH]1,desired product,17.241,Percentage Area,%,LCMS UV Peak percentage area
G2,SOCS2A-478-RP3573-14,Cc1cc(-c2cc3ccccc3n2C)n[nH]1,desired product,355263.0,Area Absolute,AU,LCMS UV Peak absolute area
G2,SOCS2A-478-RP3573-14,Impurity0,impurity,1.138,Retention Time,min,Time at which compound elutes
G2,SOCS2A-478-RP3573-14,Impurity0,impurity,0,ES+,Da/Q,Positive m/z
G2,SOCS2A-478-RP3573-14,Impurity0,impurity,0,ES-,Da/Q,Negative m/z
G2,SOCS2A-478-RP3573-14,Impurity0,impurity,0.616,Percentage Area,%,LCMS UV Peak percentage area
G2,SOCS2A-478-RP3573-14,Impurity0,impurity,12702.0,Area Absolute,AU,LCMS UV Peak absolute area
G2,SOCS2A-478-RP3573-14,Impurity3,impurity,1.7,Retention Time,min,Time at which compound elutes
G2,SOCS2A-478-RP3573-14,Impurity3,impurity,0,ES+,Da/Q,Positive m/z
G2,SOCS2A-478-RP3573-14,Impurity3,impurity,0,ES-,Da/Q,Negative m/z
G2,SOCS2A-478-RP3573-14,Impurity3,impurity,0.088,Percentage Area,%,LCMS UV Peak percentage area
G2,SOCS2A-478-RP3573-14,Impurity3,impurity,1804.0,Area Absolute,AU,LCMS UV Peak absolute area
G2,SOCS2A-478-RP3573-14,Impurity4,impurity,1.748,Retention Time,min,Time at which compound elutes
G2,SOCS2A-478-RP3573-14,Impurity4,impurity,0,ES+,Da/Q,Positive m/z
G2,SOCS2A-478-RP3573-14,Impurity4,impurity,0,ES-,Da/Q,Negative m/z
G2,SOCS2A-478-RP3573-14,Impurity4,impurity,3.557,Percentage Area,%,LCMS UV Peak percentage area
G2,SOCS2A-478-RP3573-14,Impurity4,impurity,73303.0,Area Absolute,AU,LCMS UV Peak absolute area
G2,SOCS2A-478-RP3573-14,Impurity5,impurity,2.056,Retention Time,min,Time at which compound elutes
G2,SOCS2A-478-RP3573-14,Impurity5,impurity,0,ES+,Da/Q,Positive m/z
G2,SOCS2A-478-RP3573-14,Impurity5,impurity,0,ES-,Da/Q,Negative m/z
G2,SOCS2A-478-RP3573-14,Impurity5,impurity,1.25,Percentage Area,%,LCMS UV Peak percentage area
G2,SOCS2A-478-RP3573-14,Impurity5,impurity,25750.0,Area Absolute,AU,LCMS UV Peak absolute area
G2,SOCS2A-478-RP3573-14,Impurity6,impurity,2.135,Retention Time,min,Time at which compound elutes
G2,SOCS2A-478-RP3573-14,Impurity6,impurity,0,ES+,Da/Q,Positive m/z
G2,SOCS2A-478-RP3573-14,Impurity6,impurity,0,ES-,Da/Q,Negative m/z
G2,SOCS2A-478-RP3573-14,Impurity6,impurity,62.023,Percentage Area,%,LCMS UV Peak percentage area
G2,SOCS2A-478-RP3573-14,Impurity6,impurity,1278048.0,Area Absolute,AU,LCMS UV Peak absolute area
G2,SOCS2A-478-RP3573-14,Impurity8,impurity,2.58,Retention Time,min,Time at which compound elutes
G2,SOCS2A-478-RP3573-14,Impurity8,impurity,0,ES+,Da/Q,Positive m/z
G2,SOCS2A-478-RP3573-14,Impurity8,impurity,0,ES-,Da/Q,Negative m/z
G2,SOCS2A-478-RP3573-14,Impurity8,impurity,0.692,Percentage Area,%,LCMS UV Peak percentage area
G2,SOCS2A-478-RP3573-14,Impurity8,impurity,14261.0,Area Absolute,AU,LCMS UV Peak absolute area
H1,SOCS2A-478-RP3573-7,Cc1cc(-c2ccc(Cl)cc2C)n[nH]1,desired product,1.677,Retention Time,min,Time at which compound elutes
H1,SOCS2A-478-RP3573-7,Cc1cc(-c2ccc(Cl)cc2C)n[nH]1,desired product,206.9,ES+,Da/Q,Positive m/z
H1,SOCS2A-478-RP3573-7,Cc1cc(-c2ccc(Cl)cc2C)n[nH]1,desired product,-,ES-,Da/Q,Negative m/z
H1,SOCS2A-478-RP3573-7,Cc1cc(-c2ccc(Cl)cc2C)n[nH]1,desired product,45.381,Percentage Area,%,LCMS UV Peak percentage area
H1,SOCS2A-478-RP3573-7,Cc1cc(-c2ccc(Cl)cc2C)n[nH]1,desired product,1291105.0,Area Absolute,AU,LCMS UV Peak absolute area
H1,SOCS2A-478-RP3573-7,Impurity0,impurity,1.169,Retention Time,min,Time at which compound elutes
H1,SOCS2A-478-RP3573-7,Impurity0,impurity,0,ES+,Da/Q,Positive m/z
H1,SOCS2A-478-RP3573-7,Impurity0,impurity,0,ES-,Da/Q,Negative m/z
H1,SOCS2A-478-RP3573-7,Impurity0,impurity,0.101,Percentage Area,%,LCMS UV Peak percentage area
H1,SOCS2A-478-RP3573-7,Impurity0,impurity,2863.0,Area Absolute,AU,LCMS UV Peak absolute area
H1,SOCS2A-478-RP3573-7,Impurity1,impurity,1.481,Retention Time,min,Time at which compound elutes
H1,SOCS2A-478-RP3573-7,Impurity1,impurity,0,ES+,Da/Q,Positive m/z
H1,SOCS2A-478-RP3573-7,Impurity1,impurity,0,ES-,Da/Q,Negative m/z
H1,SOCS2A-478-RP3573-7,Impurity1,impurity,0.413,Percentage Area,%,LCMS UV Peak percentage area
H1,SOCS2A-478-RP3573-7,Impurity1,impurity,11753.0,Area Absolute,AU,LCMS UV Peak absolute area
H1,SOCS2A-478-RP3573-7,Impurity2,impurity,1.572,Retention Time,min,Time at which compound elutes
H1,SOCS2A-478-RP3573-7,Impurity2,impurity,0,ES+,Da/Q,Positive m/z
H1,SOCS2A-478-RP3573-7,Impurity2,impurity,0,ES-,Da/Q,Negative m/z
H1,SOCS2A-478-RP3573-7,Impurity2,impurity,0.206,Percentage Area,%,LCMS UV Peak percentage area
H1,SOCS2A-478-RP3573-7,Impurity2,impurity,5868.0,Area Absolute,AU,LCMS UV Peak absolute area
H1,SOCS2A-478-RP3573-7,Impurity4,impurity,1.752,Retention Time,min,Time at which compound elutes
H1,SOCS2A-478-RP3573-7,Impurity4,impurity,0,ES+,Da/Q,Positive m/z
H1,SOCS2A-478-RP3573-7,Impurity4,impurity,0,ES-,Da/Q,Negative m/z
H1,SOCS2A-478-RP3573-7,Impurity4,impurity,13.214,Percentage Area,%,LCMS UV Peak percentage area
H1,SOCS2A-478-RP3573-7,Impurity4,impurity,375935.0,Area Absolute,AU,LCMS UV Peak absolute area
H1,SOCS2A-478-RP3573-7,Impurity5,impurity,2.042,Retention Time,min,Time at which compound elutes
